# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Mar 27 15:29:26 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and discoverymethod like '%transit%'
# CONSTRAINT:  and pl_orbsmaxstr not null
# CONSTRAINT:  and pl_radestr not null
# CONSTRAINT:  and pl_bmassestr not null
# CONSTRAINT:  and st_teffstr not null
# CONSTRAINT:  and st_radstr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 106315 b,HD 106315,1,1,2,Transit,2017,K2,Published Confirmed,0,<a refstr=BARROS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..25B/abstract target=ref>Barros et al. 2017</a>,9.55237000,0.00089000,-0.00089000,0,0.090700,0.001000,-0.001000,0,2.440,0.170,-0.170,0,0.218,0.015,-0.015,0,12.60000,3.20000,-3.20000,0,0.03964,0.01007,-0.01007,0,Mass,0.093000,0.110000,-0.068000,0,,,,,1153,25,-25,0,0,<a refstr=BARROS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..25B/abstract target=ref>Barros et al. 2017</a>,F5 V,6327.00,48.00,-48.00,0,1.30,0.06,-0.06,0,1.09,0.04,-0.04,0,-0.311,0.079,-0.079,0,[Fe/H],4.25,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h13m53.39s,183.4724742,-00d23m36.37s,-0.3934357,109.3530000,0.6910000,-0.6810000,8.9510000,0.0030000,-0.0030000,7.8530000,0.0200000,-0.0200000,8.8884100,0.0002510,-0.0002510,2019-07-19,2017-12,2019-07-25
HD 106315 c,HD 106315,1,1,2,Transit,2017,K2,Published Confirmed,0,<a refstr=BARROS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..25B/abstract target=ref>Barros et al. 2017</a>,21.05704000,0.00046000,-0.00046000,0,0.153600,0.001700,-0.001700,0,4.350,0.230,-0.230,0,0.388,0.021,-0.021,0,15.20000,3.70000,-3.70000,0,0.04782,0.01164,-0.01164,0,Mass,0.220000,0.150000,-0.150000,0,,,,,886,20,-20,0,1,<a refstr=BARROS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..25B/abstract target=ref>Barros et al. 2017</a>,F5 V,6327.00,48.00,-48.00,0,1.30,0.06,-0.06,0,1.09,0.04,-0.04,0,-0.311,0.079,-0.079,0,[Fe/H],4.25,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h13m53.39s,183.4724742,-00d23m36.37s,-0.3934357,109.3530000,0.6910000,-0.6810000,8.9510000,0.0030000,-0.0030000,7.8530000,0.0200000,-0.0200000,8.8884100,0.0002510,-0.0002510,2019-07-19,2017-12,2019-07-25
HD 110067 b,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,9.11367800,0.00001000,-0.00001000,0,0.079300,0.000960,-0.000960,0,2.200,0.030,-0.030,0,0.196,0.003,-0.003,0,5.69000,1.78000,-1.82000,0,0.01790,0.00560,-0.00573,0,Mass,,,,,,,,,800,10,-10,0,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.00,64.00,-64.00,0,0.79,0.01,-0.01,0,0.80,0.04,-0.04,0,-0.200,0.040,-0.040,0,[Fe/H],4.54,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,32.1585000,0.0572000,-0.0569000,8.4190000,0.0020000,-0.0020000,6.4920000,0.0180000,-0.0180000,8.1720800,0.0002780,-0.0002780,2023-12-05,2023-11,2023-12-05
HD 110067 c,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,13.67369400,0.00002400,-0.00002400,0,0.103900,0.001300,-0.001300,0,2.388,0.036,-0.036,0,0.213,0.003,-0.003,0,6.30000,,,1,0.01982,,,1,Mass,,,,,,,,,699,9,-9,0,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.00,64.00,-64.00,0,0.79,0.01,-0.01,0,0.80,0.04,-0.04,0,-0.200,0.040,-0.040,0,[Fe/H],4.54,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,32.1585000,0.0572000,-0.0569000,8.4190000,0.0020000,-0.0020000,6.4920000,0.0180000,-0.0180000,8.1720800,0.0002780,-0.0002780,2023-12-05,2023-11,2023-12-05
HD 110067 d,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,20.51961700,0.00004000,-0.00004000,0,0.136200,0.001700,-0.001700,0,2.852,0.039,-0.039,0,0.254,0.003,-0.003,0,8.52000,3.31000,-3.25000,0,0.02681,0.01041,-0.01023,0,Mass,,,,,,,,,602,8,-8,0,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.00,64.00,-64.00,0,0.79,0.01,-0.01,0,0.80,0.04,-0.04,0,-0.200,0.040,-0.040,0,[Fe/H],4.54,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,32.1585000,0.0572000,-0.0569000,8.4190000,0.0020000,-0.0020000,6.4920000,0.0180000,-0.0180000,8.1720800,0.0002780,-0.0002780,2023-12-05,2023-11,2023-12-05
HD 110067 e,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,30.79309100,0.00001200,-0.00001200,0,0.178500,0.002200,-0.002200,0,1.940,0.040,-0.040,0,0.173,0.004,-0.004,0,3.90000,,,1,0.01227,,,1,Mass,,,,,,,,,533,7,-7,0,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.00,64.00,-64.00,0,0.79,0.01,-0.01,0,0.80,0.04,-0.04,0,-0.200,0.040,-0.040,0,[Fe/H],4.54,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,32.1585000,0.0572000,-0.0569000,8.4190000,0.0020000,-0.0020000,6.4920000,0.0180000,-0.0180000,8.1720800,0.0002780,-0.0002780,2023-12-05,2023-11,2023-12-05
HD 110067 f,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,41.05854000,0.00010000,-0.00010000,0,0.216300,0.002600,-0.002600,0,2.601,0.042,-0.042,0,0.232,0.004,-0.004,0,5.04000,1.89000,-1.94000,0,0.01586,0.00595,-0.00610,0,Mass,,,,,,,,,489,6,-6,0,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.00,64.00,-64.00,0,0.79,0.01,-0.01,0,0.80,0.04,-0.04,0,-0.200,0.040,-0.040,0,[Fe/H],4.54,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,32.1585000,0.0572000,-0.0569000,8.4190000,0.0020000,-0.0020000,6.4920000,0.0180000,-0.0180000,8.1720800,0.0002780,-0.0002780,2023-12-05,2023-11,2023-12-05
HD 110067 g,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,54.76992000,0.00020000,-0.00020000,0,0.262100,0.003200,-0.003200,0,2.607,0.052,-0.052,0,0.233,0.005,-0.005,0,8.40000,,,1,0.02643,,,1,Mass,,,,,,,,,440,6,-6,0,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.00,64.00,-64.00,0,0.79,0.01,-0.01,0,0.80,0.04,-0.04,0,-0.200,0.040,-0.040,0,[Fe/H],4.54,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,32.1585000,0.0572000,-0.0569000,8.4190000,0.0020000,-0.0020000,6.4920000,0.0180000,-0.0180000,8.1720800,0.0002780,-0.0002780,2023-12-05,2023-11,2023-12-05
HD 110113 b,HD 110113,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.4842O/abstract target=ref>Osborn et al. 2021</a>,2.54100000,0.00050000,-0.00100000,0,0.035000,0.001000,-0.001000,0,2.050,0.120,-0.120,0,0.183,0.011,-0.011,0,4.55000,0.62000,-0.62000,0,0.01432,0.00195,-0.00195,0,Mass,0.093000,0.079000,-0.064000,0,735.49,29.39,-29.39,0,1371,14,-14,0,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.4842O/abstract target=ref>Osborn et al. 2021</a>,G,5732.00,50.00,-50.00,0,0.97,0.02,-0.02,0,1.00,0.06,-0.06,0,0.140,0.020,-0.020,0,[Fe/H],4.46,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h40m08.78s,190.0365636,-44d18m43.48s,-44.3120777,106.3070000,0.7240000,-0.7150000,10.0900000,0.0300000,-0.0300000,8.5020000,0.0240000,-0.0240000,9.9103600,0.0004520,-0.0004520,2021-02-05,2021-04,2021-02-11
HD 137496 b,HD 137496,1,1,2,Transit,2021,K2,Published Confirmed,0,<a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>,1.62116000,0.00007910,-0.00008060,0,0.027320,0.000190,-0.000190,0,1.310,0.060,-0.050,0,0.117,0.005,-0.004,0,4.04000,0.55000,-0.55000,0,0.01271,0.00173,-0.00173,0,Mass,0.000000,,,0,,,,,2130,30,-29,0,0,<a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>,G,5799.00,61.00,-61.00,0,1.59,0.03,-0.03,0,1.04,0.02,-0.02,0,-0.030,0.040,-0.040,0,[Fe/H],4.05,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h26m58.09s,231.7420543,-16d30m32.41s,-16.5090014,155.3170000,1.7390000,-1.7020000,9.8990000,0.0060000,-0.0060000,8.2440000,0.0360000,-0.0360000,9.7716800,0.0006010,-0.0006010,2021-11-18,2022-01,2021-11-18
HD 1397 b,HD 1397,1,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,11.53533000,0.00079000,-0.00080000,0,0.109700,0.001100,-0.001300,0,11.500,0.280,-0.303,0,1.026,0.025,-0.027,0,131.89945,6.35660,-6.35660,0,0.41500,0.02000,-0.02000,0,Mass,0.251000,0.020000,-0.019000,0,356.00,12.00,-12.00,0,1228,10,-10,0,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,,5521.00,60.00,-60.00,0,2.34,0.05,-0.06,0,1.32,0.04,-0.05,0,0.290,0.090,-0.090,0,[Fe/H],3.82,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h17m47.32s,4.4471631,-66d21m32.14s,-66.3589285,79.5702000,0.1738000,-0.1731000,7.7900000,0.0300000,-0.0300000,5.9880000,0.0180000,-0.0180000,7.5933600,0.0002780,-0.0002780,2019-07-19,2019-03,2019-07-25
HD 152843 b,HD 152843,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,11.62640000,0.00220000,-0.00250000,0,0.105300,0.003000,-0.003100,0,3.410,0.140,-0.120,0,0.304,0.012,-0.011,0,11.56000,6.58000,-6.14000,0,0.03637,0.02070,-0.01932,0,Mass,0.140000,0.250000,-0.100000,0,255.70,21.60,-19.70,0,,,,,0,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,G0,6310.00,100.00,-100.00,0,1.43,0.02,-0.02,0,1.15,0.04,-0.04,0,-0.160,0.050,-0.050,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m08.37s,253.7848853,+20d29m29.49s,20.4915240,107.8980000,0.3180000,-0.3160000,8.8550000,0.0020000,-0.0020000,7.6290000,0.0200000,-0.0200000,8.7641200,0.0002370,-0.0002370,2021-06-11,2021-05,2021-06-11
HD 15337 b,HD 15337,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,4.75615000,0.00017000,-0.00017000,0,0.052200,0.001200,-0.001200,0,1.640,0.060,-0.060,0,0.146,0.005,-0.005,0,7.51000,1.09000,-1.01000,0,0.02363,0.00343,-0.00318,0,Mass,0.090000,0.050000,-0.050000,0,,,,,1001,12,-12,0,0,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,K1 V,5125.00,50.00,-50.00,0,0.86,0.02,-0.02,0,0.90,0.03,-0.03,0,0.150,0.100,-0.100,0,[Fe/H],4.53,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155000,0.0707000,-0.0704000,9.1000000,0.0300000,-0.0300000,7.0440000,0.0180000,-0.0180000,8.8559800,0.0001780,-0.0001780,2019-05-14,2019-05,2019-05-16
HD 15337 c,HD 15337,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,17.17840000,0.00160000,-0.00160000,0,0.126800,0.003800,-0.003800,0,2.390,0.120,-0.120,0,0.213,0.011,-0.011,0,8.11000,1.82000,-1.69000,0,0.02552,0.00573,-0.00532,0,Mass,0.050000,0.060000,-0.040000,0,,,,,642,10,-10,0,0,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,K1 V,5125.00,50.00,-50.00,0,0.86,0.02,-0.02,0,0.90,0.03,-0.03,0,0.150,0.100,-0.100,0,[Fe/H],4.53,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155000,0.0707000,-0.0704000,9.1000000,0.0300000,-0.0300000,7.0440000,0.0180000,-0.0180000,8.8559800,0.0001780,-0.0001780,2019-05-14,2019-05,2019-05-16
HD 183579 b,HD 183579,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PALATNICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...909L...6P/abstract target=ref>Palatnick et al. 2021</a>,17.47127800,0.00005800,-0.00006000,0,0.133400,0.006200,-0.006100,0,3.550,0.150,-0.120,0,0.317,0.013,-0.011,0,19.70000,4.00000,-3.90000,0,0.06198,0.01259,-0.01227,0,Mass,0.280000,,,0,58.10,5.30,-3.90,0,769,17,-13,0,0,<a refstr=PALATNICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...909L...6P/abstract target=ref>Palatnick et al. 2021</a>,,5788.00,44.00,-44.00,0,0.98,0.04,-0.03,0,1.03,0.03,-0.03,0,-0.023,0.050,-0.050,0,[Fe/H],4.50,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m08.79s,293.2866147,-54d31m57.82s,-54.5327284,57.2651000,0.1875000,-0.1864000,8.6700000,0.0300000,-0.0300000,7.1500000,0.0270000,-0.0270000,8.5154900,0.0002590,-0.0002590,2021-03-01,2021-03,2021-03-04
HD 18599 b,HD 18599,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DESIDERA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221007933D/abstract target=ref>Desidera et al. 2022</a>,4.13743540,0.00000360,-0.00000370,0,0.048000,0.000400,-0.000400,0,2.600,0.150,-0.130,0,0.232,0.013,-0.012,0,24.10000,7.10000,-7.70000,0,0.07583,0.02234,-0.02423,0,Mass,0.340000,0.070000,-0.090000,0,,,,,,,,,0,<a refstr=DESIDERA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221007933D/abstract target=ref>Desidera et al. 2022</a>,K2 V,5145.00,50.00,-50.00,0,0.77,0.02,-0.02,0,0.86,0.02,-0.02,0,0.000,0.080,-0.080,0,[Fe/H],4.54,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h57m02.88s,44.2620144,-56d11m30.73s,-56.1918694,38.5653000,0.0366000,-0.0366000,8.9900000,0.0300000,-0.0300000,6.8830000,0.0200000,-0.0200000,8.7311700,0.0006510,-0.0006510,2022-11-07,2022-10,2022-11-07
